"xls","site_name","proxy","age","age_uncertainty_older","age_uncertainty_younger","co2","co2_uncertainty_higher","co2_uncertainty_lower","reference","doi","co2_as_published","proxy_category","category_reason","co2_superseded","co2_recalculated","co2_revised_reason","age_as_published","age_quarantined","age_superseded","age_recalculated","age_revised_reason","modern_longitude"
"liverwort_kowalczyk_2018_p1.0.xlsx","all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small","Liverworts",63800,200,200,813,592,304,"Kowalczyk, J. B., Royer, D. L., Miller, I. M., Anderson, C. W., Beerling, D. J., Franks, P. J., Grein, M., Konrad, W., Roth-Nebelsick, A., Bowring, S. A., Johnson, K. R., and Ramezani, J., 2018, Multiple proxy estimates of atmospheric CO2 from an early Paleocene rainforest: Paleoceanography and Paleoclimatology, v. 33, p. 1427-1438.","10.1029/2018PA003356",true,1,"all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small",,false,,true,false,,false,,-104.85
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",111.32,4,4,224.31,271.38,88.59,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",119.06,4,4,258.08,344.16,107.04,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",123.77,4,4,254.2,319.57,104.02,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",127.48,4,4,278.75,371.23,115.89,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",131.91,4,4,206.8,231,79.76,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",133.22,4,4,302.82,432.21,130.09,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",135.57,4,4,202.76,230.71,78.47,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",138.97,4,4,202.01,230.75,75.88,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",146.69,4,4,191.39,215.64,71.38,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
"phytoplankton_badger_2019_p1.0.xlsx","Category 1: (a) Weighted mean of all methods with Category 1 estimates.","Phytoplankton",150.04,4,4,216.45,265.55,84.17,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.","Badger 2019",false,1,"Category 1: (a) Weighted mean of all methods with Category 1 estimates.","FALSE",true,"Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.",true,false,"FALSE",false,
